data,codigo,designacao,preco_medio_ponderado
2019-01-26, 3405, Gasolina especial 98, 1.6019
2019-01-26, 3210, Gasolina de mistura (motores a 2 tempos), 1.8059
2019-01-26, 2101, Gasóleo simples, 1.3369
2019-01-26, 3201, Gasolina simples 95, 1.4082
2019-01-26, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-26, 1142, GNL (gás natural liquefeito) - €/kg, 1.1036
2019-01-26, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-01-27, 3200, Gasolina 95, 1.4500
2019-01-27, 3400, Gasolina 98, 1.4962
2019-01-27, 2100, Gasóleo, 1.3622
2019-01-27, 1120, GPL Auto, 0.6388
2019-01-27, 1450, Gasolina aditivada, 1.5454
2019-01-27, 2105, Gasóleo especial, 1.3928
2019-01-27, 2150, Gasóleo colorido, 0.8819
2019-01-27, 2155, Gasóleo de aquecimento, 1.1467
2019-01-27, 3205, Gasolina especial 95, 1.4645
2019-01-27, 3405, Gasolina especial 98, 1.6022
2019-01-27, 3210, Gasolina de mistura (motores a 2 tempos), 1.8059
2019-01-27, 2101, Gasóleo simples, 1.3372
2019-01-27, 3201, Gasolina simples 95, 1.4084
2019-01-27, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-27, 1142, GNL (gás natural liquefeito) - €/kg, 1.1036
2019-01-27, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-01-28, 3200, Gasolina 95, 1.4529
2019-01-28, 3400, Gasolina 98, 1.4967
2019-01-28, 2100, Gasóleo, 1.3675
2019-01-28, 1120, GPL Auto, 0.6392
2019-01-28, 1450, Gasolina aditivada, 1.5465
2019-01-28, 2105, Gasóleo especial, 1.4029
2019-01-28, 2150, Gasóleo colorido, 0.8856
2019-01-28, 2155, Gasóleo de aquecimento, 1.1481
2019-01-28, 3205, Gasolina especial 95, 1.4754
2019-01-28, 3405, Gasolina especial 98, 1.6091
2019-01-28, 3210, Gasolina de mistura (motores a 2 tempos), 1.8059
2019-01-28, 2101, Gasóleo simples, 1.3448
2019-01-28, 3201, Gasolina simples 95, 1.4128
2019-01-28, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-28, 1142, GNL (gás natural liquefeito) - €/kg, 1.1100
2019-01-28, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-01-29, 3200, Gasolina 95, 1.4529
2019-01-29, 3400, Gasolina 98, 1.4965
2019-01-29, 2100, Gasóleo, 1.3695
2019-01-29, 1120, GPL Auto, 0.6389
2019-01-29, 1450, Gasolina aditivada, 1.5563
2019-01-29, 2105, Gasóleo especial, 1.4037
2019-01-29, 2150, Gasóleo colorido, 0.8879
2019-01-29, 2155, Gasóleo de aquecimento, 1.1504
2019-01-29, 3205, Gasolina especial 95, 1.4751
2019-01-29, 3405, Gasolina especial 98, 1.6087
2019-01-29, 3210, Gasolina de mistura (motores a 2 tempos), 1.8058
2019-01-29, 2101, Gasóleo simples, 1.3476
2019-01-29, 3201, Gasolina simples 95, 1.4126
2019-01-29, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-29, 1142, GNL (gás natural liquefeito) - €/kg, 1.1100
2019-01-29, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-01-30, 3200, Gasolina 95, 1.4535
2019-01-30, 3400, Gasolina 98, 1.4971
2019-01-30, 2100, Gasóleo, 1.3700
2019-01-30, 1120, GPL Auto, 0.6389
2019-01-30, 1450, Gasolina aditivada, 1.5572
2019-01-30, 2105, Gasóleo especial, 1.4046
2019-01-30, 2150, Gasóleo colorido, 0.8890
2019-01-30, 2155, Gasóleo de aquecimento, 1.1523
2019-01-30, 3205, Gasolina especial 95, 1.4752
2019-01-30, 3405, Gasolina especial 98, 1.6085
2019-01-30, 3210, Gasolina de mistura (motores a 2 tempos), 1.8059
2019-01-30, 2101, Gasóleo simples, 1.3487
2019-01-30, 3201, Gasolina simples 95, 1.4129
2019-01-30, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-30, 1142, GNL (gás natural liquefeito) - €/kg, 1.1100
2019-01-30, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-01-31, 3200, Gasolina 95, 1.4538
2019-01-31, 3400, Gasolina 98, 1.4971
2019-01-31, 2100, Gasóleo, 1.3704
2019-01-31, 1120, GPL Auto, 0.6386
2019-01-31, 1450, Gasolina aditivada, 1.5572
2019-01-31, 2105, Gasóleo especial, 1.4043
2019-01-31, 2150, Gasóleo colorido, 0.8892
2019-01-31, 2155, Gasóleo de aquecimento, 1.1559
2019-01-31, 3205, Gasolina especial 95, 1.4748
2019-01-31, 3405, Gasolina especial 98, 1.6085
2019-01-31, 3210, Gasolina de mistura (motores a 2 tempos), 1.8073
2019-01-31, 2101, Gasóleo simples, 1.3486
2019-01-31, 3201, Gasolina simples 95, 1.4128
2019-01-31, 1141, GNC (gás natural comprimido) - €/m3, 1.0530
2019-01-31, 1142, GNL (gás natural liquefeito) - €/kg, 1.1100
2019-01-31, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-01, 3200, Gasolina 95, 1.4539
2019-02-01, 3400, Gasolina 98, 1.4969
2019-02-01, 2100, Gasóleo, 1.3696
2019-02-01, 1120, GPL Auto, 0.6347
2019-02-01, 1450, Gasolina aditivada, 1.5572
2019-02-01, 2105, Gasóleo especial, 1.4032
2019-02-01, 2150, Gasóleo colorido, 0.8890
2019-02-01, 2155, Gasóleo de aquecimento, 1.1562
2019-02-01, 3205, Gasolina especial 95, 1.4743
2019-02-01, 3405, Gasolina especial 98, 1.6083
2019-02-01, 3210, Gasolina de mistura (motores a 2 tempos), 1.8074
2019-02-01, 2101, Gasóleo simples, 1.3482
2019-02-01, 3201, Gasolina simples 95, 1.4124
2019-02-01, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-01, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-01, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-02, 3200, Gasolina 95, 1.4459
2019-02-02, 3400, Gasolina 98, 1.4959
2019-02-02, 2100, Gasóleo, 1.3685
2019-02-02, 1120, GPL Auto, 0.6343
2019-02-02, 1450, Gasolina aditivada, 1.5572
2019-02-02, 2105, Gasóleo especial, 1.3970
2019-02-02, 2150, Gasóleo colorido, 0.8887
2019-02-02, 2155, Gasóleo de aquecimento, 1.1562
2019-02-02, 3205, Gasolina especial 95, 1.4665
2019-02-02, 3405, Gasolina especial 98, 1.6057
2019-02-02, 3210, Gasolina de mistura (motores a 2 tempos), 1.8074
2019-02-02, 2101, Gasóleo simples, 1.3453
2019-02-02, 3201, Gasolina simples 95, 1.4105
2019-02-02, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-02, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-02, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-03, 3200, Gasolina 95, 1.4460
2019-02-03, 3400, Gasolina 98, 1.4959
2019-02-03, 2100, Gasóleo, 1.3689
2019-02-03, 1120, GPL Auto, 0.6342
2019-02-03, 1450, Gasolina aditivada, 1.5572
2019-02-03, 2105, Gasóleo especial, 1.3985
2019-02-03, 2150, Gasóleo colorido, 0.8886
2019-02-03, 2155, Gasóleo de aquecimento, 1.1562
2019-02-03, 3205, Gasolina especial 95, 1.4680
2019-02-03, 3405, Gasolina especial 98, 1.6063
2019-02-03, 3210, Gasolina de mistura (motores a 2 tempos), 1.8073
2019-02-03, 2101, Gasóleo simples, 1.3458
2019-02-03, 3201, Gasolina simples 95, 1.4108
2019-02-03, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-03, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-03, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-04, 3200, Gasolina 95, 1.4463
2019-02-04, 3400, Gasolina 98, 1.4959
2019-02-04, 2100, Gasóleo, 1.3704
2019-02-04, 1120, GPL Auto, 0.6349
2019-02-04, 1450, Gasolina aditivada, 1.5572
2019-02-04, 2105, Gasóleo especial, 1.4033
2019-02-04, 2150, Gasóleo colorido, 0.8891
2019-02-04, 2155, Gasóleo de aquecimento, 1.1588
2019-02-04, 3205, Gasolina especial 95, 1.4744
2019-02-04, 3405, Gasolina especial 98, 1.6084
2019-02-04, 3210, Gasolina de mistura (motores a 2 tempos), 1.8073
2019-02-04, 2101, Gasóleo simples, 1.3480
2019-02-04, 3201, Gasolina simples 95, 1.4121
2019-02-04, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-04, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-04, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-05, 3200, Gasolina 95, 1.4467
2019-02-05, 3400, Gasolina 98, 1.4964
2019-02-05, 2100, Gasóleo, 1.3708
2019-02-05, 1120, GPL Auto, 0.6349
2019-02-05, 1450, Gasolina aditivada, 1.5572
2019-02-05, 2105, Gasóleo especial, 1.4037
2019-02-05, 2150, Gasóleo colorido, 0.8892
2019-02-05, 2155, Gasóleo de aquecimento, 1.1592
2019-02-05, 3205, Gasolina especial 95, 1.4745
2019-02-05, 3405, Gasolina especial 98, 1.6085
2019-02-05, 3210, Gasolina de mistura (motores a 2 tempos), 1.8073
2019-02-05, 2101, Gasóleo simples, 1.3493
2019-02-05, 3201, Gasolina simples 95, 1.4126
2019-02-05, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-05, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-05, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-06, 3200, Gasolina 95, 1.4470
2019-02-06, 3400, Gasolina 98, 1.4966
2019-02-06, 2100, Gasóleo, 1.3712
2019-02-06, 1120, GPL Auto, 0.6351
2019-02-06, 1450, Gasolina aditivada, 1.5572
2019-02-06, 2105, Gasóleo especial, 1.4036
2019-02-06, 2150, Gasóleo colorido, 0.8897
2019-02-06, 2155, Gasóleo de aquecimento, 1.1595
2019-02-06, 3205, Gasolina especial 95, 1.4742
2019-02-06, 3405, Gasolina especial 98, 1.6083
2019-02-06, 3210, Gasolina de mistura (motores a 2 tempos), 1.8083
2019-02-06, 2101, Gasóleo simples, 1.3493
2019-02-06, 3201, Gasolina simples 95, 1.4126
2019-02-06, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-06, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-06, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-07, 3200, Gasolina 95, 1.4468
2019-02-07, 3400, Gasolina 98, 1.4965
2019-02-07, 2100, Gasóleo, 1.3718
2019-02-07, 1120, GPL Auto, 0.6350
2019-02-07, 1450, Gasolina aditivada, 1.5572
2019-02-07, 2105, Gasóleo especial, 1.4036
2019-02-07, 2150, Gasóleo colorido, 0.8899
2019-02-07, 2155, Gasóleo de aquecimento, 1.1604
2019-02-07, 3205, Gasolina especial 95, 1.4742
2019-02-07, 3405, Gasolina especial 98, 1.6084
2019-02-07, 3210, Gasolina de mistura (motores a 2 tempos), 1.8083
2019-02-07, 2101, Gasóleo simples, 1.3491
2019-02-07, 3201, Gasolina simples 95, 1.4125
2019-02-07, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-07, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-07, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-08, 3200, Gasolina 95, 1.4468
2019-02-08, 3400, Gasolina 98, 1.4964
2019-02-08, 2100, Gasóleo, 1.3716
2019-02-08, 1120, GPL Auto, 0.6350
2019-02-08, 1450, Gasolina aditivada, 1.5572
2019-02-08, 2105, Gasóleo especial, 1.4032
2019-02-08, 2150, Gasóleo colorido, 0.8899
2019-02-08, 2155, Gasóleo de aquecimento, 1.1605
2019-02-08, 3205, Gasolina especial 95, 1.4738
2019-02-08, 3405, Gasolina especial 98, 1.6084
2019-02-08, 3210, Gasolina de mistura (motores a 2 tempos), 1.8083
2019-02-08, 2101, Gasóleo simples, 1.3488
2019-02-08, 3201, Gasolina simples 95, 1.4123
2019-02-08, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-08, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-08, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-09, 3200, Gasolina 95, 1.4455
2019-02-09, 3400, Gasolina 98, 1.4962
2019-02-09, 2100, Gasóleo, 1.3697
2019-02-09, 1120, GPL Auto, 0.6345
2019-02-09, 1450, Gasolina aditivada, 1.5572
2019-02-09, 2105, Gasóleo especial, 1.3955
2019-02-09, 2150, Gasóleo colorido, 0.8889
2019-02-09, 2155, Gasóleo de aquecimento, 1.1605
2019-02-09, 3205, Gasolina especial 95, 1.4619
2019-02-09, 3405, Gasolina especial 98, 1.6015
2019-02-09, 3210, Gasolina de mistura (motores a 2 tempos), 1.8082
2019-02-09, 2101, Gasóleo simples, 1.3436
2019-02-09, 3201, Gasolina simples 95, 1.4079
2019-02-09, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-09, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-09, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-10, 3200, Gasolina 95, 1.4456
2019-02-10, 3400, Gasolina 98, 1.4960
2019-02-10, 2100, Gasóleo, 1.3703
2019-02-10, 1120, GPL Auto, 0.6345
2019-02-10, 1450, Gasolina aditivada, 1.5572
2019-02-10, 2105, Gasóleo especial, 1.3969
2019-02-10, 2150, Gasóleo colorido, 0.8892
2019-02-10, 2155, Gasóleo de aquecimento, 1.1602
2019-02-10, 3205, Gasolina especial 95, 1.4634
2019-02-10, 3405, Gasolina especial 98, 1.6013
2019-02-10, 3210, Gasolina de mistura (motores a 2 tempos), 1.8082
2019-02-10, 2101, Gasóleo simples, 1.3441
2019-02-10, 3201, Gasolina simples 95, 1.4082
2019-02-10, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-10, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-10, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-11, 3200, Gasolina 95, 1.4492
2019-02-11, 3400, Gasolina 98, 1.4979
2019-02-11, 2100, Gasóleo, 1.3738
2019-02-11, 1120, GPL Auto, 0.6343
2019-02-11, 1450, Gasolina aditivada, 1.5572
2019-02-11, 2105, Gasóleo especial, 1.4079
2019-02-11, 2150, Gasóleo colorido, 0.8924
2019-02-11, 2155, Gasóleo de aquecimento, 1.1625
2019-02-11, 3205, Gasolina especial 95, 1.4783
2019-02-11, 3405, Gasolina especial 98, 1.6121
2019-02-11, 3210, Gasolina de mistura (motores a 2 tempos), 1.8084
2019-02-11, 2101, Gasóleo simples, 1.3515
2019-02-11, 3201, Gasolina simples 95, 1.4152
2019-02-11, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-11, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-11, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-12, 3200, Gasolina 95, 1.4497
2019-02-12, 3400, Gasolina 98, 1.5010
2019-02-12, 2100, Gasóleo, 1.3762
2019-02-12, 1120, GPL Auto, 0.6337
2019-02-12, 1450, Gasolina aditivada, 1.5527
2019-02-12, 2105, Gasóleo especial, 1.4088
2019-02-12, 2150, Gasóleo colorido, 0.8937
2019-02-12, 2155, Gasóleo de aquecimento, 1.1638
2019-02-12, 3205, Gasolina especial 95, 1.4804
2019-02-12, 3405, Gasolina especial 98, 1.6141
2019-02-12, 3210, Gasolina de mistura (motores a 2 tempos), 1.8084
2019-02-12, 2101, Gasóleo simples, 1.3536
2019-02-12, 3201, Gasolina simples 95, 1.4178
2019-02-12, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-12, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-12, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-13, 3200, Gasolina 95, 1.4504
2019-02-13, 3400, Gasolina 98, 1.4996
2019-02-13, 2100, Gasóleo, 1.3765
2019-02-13, 1120, GPL Auto, 0.6341
2019-02-13, 1450, Gasolina aditivada, 1.5527
2019-02-13, 2105, Gasóleo especial, 1.4094
2019-02-13, 2150, Gasóleo colorido, 0.8940
2019-02-13, 2155, Gasóleo de aquecimento, 1.1642
2019-02-13, 3205, Gasolina especial 95, 1.4807
2019-02-13, 3405, Gasolina especial 98, 1.6148
2019-02-13, 3210, Gasolina de mistura (motores a 2 tempos), 1.8090
2019-02-13, 2101, Gasóleo simples, 1.3543
2019-02-13, 3201, Gasolina simples 95, 1.4181
2019-02-13, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-13, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-13, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-14, 3200, Gasolina 95, 1.4503
2019-02-14, 3400, Gasolina 98, 1.4996
2019-02-14, 2100, Gasóleo, 1.3765
2019-02-14, 1120, GPL Auto, 0.6339
2019-02-14, 1450, Gasolina aditivada, 1.5527
2019-02-14, 2105, Gasóleo especial, 1.4094
2019-02-14, 2150, Gasóleo colorido, 0.8943
2019-02-14, 2155, Gasóleo de aquecimento, 1.1647
2019-02-14, 3205, Gasolina especial 95, 1.4807
2019-02-14, 3405, Gasolina especial 98, 1.6149
2019-02-14, 3210, Gasolina de mistura (motores a 2 tempos), 1.8090
2019-02-14, 2101, Gasóleo simples, 1.3544
2019-02-14, 3201, Gasolina simples 95, 1.4181
2019-02-14, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-14, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-14, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-15, 3200, Gasolina 95, 1.4517
2019-02-15, 3400, Gasolina 98, 1.5000
2019-02-15, 2100, Gasóleo, 1.3781
2019-02-15, 1120, GPL Auto, 0.6339
2019-02-15, 1450, Gasolina aditivada, 1.5527
2019-02-15, 2105, Gasóleo especial, 1.4079
2019-02-15, 2150, Gasóleo colorido, 0.8943
2019-02-15, 2155, Gasóleo de aquecimento, 1.1651
2019-02-15, 3205, Gasolina especial 95, 1.4786
2019-02-15, 3405, Gasolina especial 98, 1.6145
2019-02-15, 3210, Gasolina de mistura (motores a 2 tempos), 1.8090
2019-02-15, 2101, Gasóleo simples, 1.3537
2019-02-15, 3201, Gasolina simples 95, 1.4178
2019-02-15, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-15, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-15, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-16, 3200, Gasolina 95, 1.4505
2019-02-16, 3400, Gasolina 98, 1.4998
2019-02-16, 2100, Gasóleo, 1.3764
2019-02-16, 1120, GPL Auto, 0.6334
2019-02-16, 1450, Gasolina aditivada, 1.5527
2019-02-16, 2105, Gasóleo especial, 1.4016
2019-02-16, 2150, Gasóleo colorido, 0.8934
2019-02-16, 2155, Gasóleo de aquecimento, 1.1651
2019-02-16, 3205, Gasolina especial 95, 1.4683
2019-02-16, 3405, Gasolina especial 98, 1.6078
2019-02-16, 3210, Gasolina de mistura (motores a 2 tempos), 1.8090
2019-02-16, 2101, Gasóleo simples, 1.3491
2019-02-16, 3201, Gasolina simples 95, 1.4141
2019-02-16, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-16, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-16, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-17, 3200, Gasolina 95, 1.4507
2019-02-17, 3400, Gasolina 98, 1.4998
2019-02-17, 2100, Gasóleo, 1.3767
2019-02-17, 1120, GPL Auto, 0.6334
2019-02-17, 1450, Gasolina aditivada, 1.5527
2019-02-17, 2105, Gasóleo especial, 1.4030
2019-02-17, 2150, Gasóleo colorido, 0.8933
2019-02-17, 2155, Gasóleo de aquecimento, 1.1651
2019-02-17, 3205, Gasolina especial 95, 1.4696
2019-02-17, 3405, Gasolina especial 98, 1.6083
2019-02-17, 3210, Gasolina de mistura (motores a 2 tempos), 1.8090
2019-02-17, 2101, Gasóleo simples, 1.3495
2019-02-17, 3201, Gasolina simples 95, 1.4143
2019-02-17, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-17, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-17, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-18, 3200, Gasolina 95, 1.4570
2019-02-18, 3400, Gasolina 98, 1.5029
2019-02-18, 2100, Gasóleo, 1.3847
2019-02-18, 1120, GPL Auto, 0.6340
2019-02-18, 1450, Gasolina aditivada, 1.5570
2019-02-18, 2105, Gasóleo especial, 1.4200
2019-02-18, 2150, Gasóleo colorido, 0.9001
2019-02-18, 2155, Gasóleo de aquecimento, 1.1691
2019-02-18, 3205, Gasolina especial 95, 1.4908
2019-02-18, 3405, Gasolina especial 98, 1.6249
2019-02-18, 3210, Gasolina de mistura (motores a 2 tempos), 1.8091
2019-02-18, 2101, Gasóleo simples, 1.3613
2019-02-18, 3201, Gasolina simples 95, 1.4260
2019-02-18, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-18, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-18, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-19, 3200, Gasolina 95, 1.4588
2019-02-19, 3400, Gasolina 98, 1.5117
2019-02-19, 2100, Gasóleo, 1.4000
2019-02-19, 1120, GPL Auto, 0.6340
2019-02-19, 1450, Gasolina aditivada, 1.5660
2019-02-19, 2105, Gasóleo especial, 1.4234
2019-02-19, 2150, Gasóleo colorido, 0.9059
2019-02-19, 2155, Gasóleo de aquecimento, 1.1761
2019-02-19, 3205, Gasolina especial 95, 1.4947
2019-02-19, 3405, Gasolina especial 98, 1.6299
2019-02-19, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-19, 2101, Gasóleo simples, 1.3696
2019-02-19, 3201, Gasolina simples 95, 1.4328
2019-02-19, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-19, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-19, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-20, 3200, Gasolina 95, 1.4581
2019-02-20, 3400, Gasolina 98, 1.5155
2019-02-20, 2100, Gasóleo, 1.4008
2019-02-20, 1120, GPL Auto, 0.6345
2019-02-20, 1450, Gasolina aditivada, 1.5778
2019-02-20, 2105, Gasóleo especial, 1.4237
2019-02-20, 2150, Gasóleo colorido, 0.9067
2019-02-20, 2155, Gasóleo de aquecimento, 1.1718
2019-02-20, 3205, Gasolina especial 95, 1.4946
2019-02-20, 3405, Gasolina especial 98, 1.6330
2019-02-20, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-20, 2101, Gasóleo simples, 1.3719
2019-02-20, 3201, Gasolina simples 95, 1.4358
2019-02-20, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-20, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-20, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-21, 3200, Gasolina 95, 1.4589
2019-02-21, 3400, Gasolina 98, 1.5168
2019-02-21, 2100, Gasóleo, 1.4011
2019-02-21, 1120, GPL Auto, 0.6346
2019-02-21, 1450, Gasolina aditivada, 1.5778
2019-02-21, 2105, Gasóleo especial, 1.4240
2019-02-21, 2150, Gasóleo colorido, 0.9070
2019-02-21, 2155, Gasóleo de aquecimento, 1.1731
2019-02-21, 3205, Gasolina especial 95, 1.4946
2019-02-21, 3405, Gasolina especial 98, 1.6331
2019-02-21, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-21, 2101, Gasóleo simples, 1.3718
2019-02-21, 3201, Gasolina simples 95, 1.4359
2019-02-21, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-21, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-21, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-22, 3200, Gasolina 95, 1.4592
2019-02-22, 3400, Gasolina 98, 1.5167
2019-02-22, 2100, Gasóleo, 1.4004
2019-02-22, 1120, GPL Auto, 0.6345
2019-02-22, 1450, Gasolina aditivada, 1.5778
2019-02-22, 2105, Gasóleo especial, 1.4222
2019-02-22, 2150, Gasóleo colorido, 0.9074
2019-02-22, 2155, Gasóleo de aquecimento, 1.1751
2019-02-22, 3205, Gasolina especial 95, 1.4926
2019-02-22, 3405, Gasolina especial 98, 1.6328
2019-02-22, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-22, 2101, Gasóleo simples, 1.3710
2019-02-22, 3201, Gasolina simples 95, 1.4353
2019-02-22, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-22, 1142, GNL (gás natural liquefeito) - €/kg, 1.1044
2019-02-22, 1143, GNC (gás natural comprimido) - €/kg, 1.1550
2019-02-23, 3200, Gasolina 95, 1.4576
2019-02-23, 3400, Gasolina 98, 1.5165
2019-02-23, 2100, Gasóleo, 1.3976
2019-02-23, 1120, GPL Auto, 0.6340
2019-02-23, 1450, Gasolina aditivada, 1.5778
2019-02-23, 2105, Gasóleo especial, 1.4159
2019-02-23, 2150, Gasóleo colorido, 0.9066
2019-02-23, 2155, Gasóleo de aquecimento, 1.1751
2019-02-23, 3205, Gasolina especial 95, 1.4820
2019-02-23, 3405, Gasolina especial 98, 1.6257
2019-02-23, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-23, 2101, Gasóleo simples, 1.3662
2019-02-23, 3201, Gasolina simples 95, 1.4309
2019-02-23, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-23, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-23, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-24, 3200, Gasolina 95, 1.4579
2019-02-24, 3400, Gasolina 98, 1.5165
2019-02-24, 2100, Gasóleo, 1.3981
2019-02-24, 1120, GPL Auto, 0.6340
2019-02-24, 1450, Gasolina aditivada, 1.5778
2019-02-24, 2105, Gasóleo especial, 1.4173
2019-02-24, 2150, Gasóleo colorido, 0.9067
2019-02-24, 2155, Gasóleo de aquecimento, 1.1751
2019-02-24, 3205, Gasolina especial 95, 1.4834
2019-02-24, 3405, Gasolina especial 98, 1.6268
2019-02-24, 3210, Gasolina de mistura (motores a 2 tempos), 1.8096
2019-02-24, 2101, Gasóleo simples, 1.3669
2019-02-24, 3201, Gasolina simples 95, 1.4316
2019-02-24, 1141, GNC (gás natural comprimido) - €/m3, 1.0490
2019-02-24, 1142, GNL (gás natural liquefeito) - €/kg, 1.1015
2019-02-24, 1143, GNC (gás natural comprimido) - €/kg, 1.1539
2019-02-25, 3200, Gasolina 95, 1.4722
2019-02-25, 3400, Gasolina 98, 1.5280
2019-02-25, 2100, Gasóleo, 1.4121
2019-02-25, 1120, GPL Auto, 0.6346
2019-02-25, 1450, Gasolina aditivada, 1.5866
2019-02-25, 2105, Gasóleo especial, 1.4413
2019-02-25, 2150, Gasóleo colorido, 0.9196
2019-02-25, 2155, Gasóleo de aquecimento, 1.1837
2019-02-25, 3205, Gasolina especial 95, 1.5151
2019-02-25, 3405, Gasolina especial 98, 1.6531
2019-02-25, 3210, Gasolina de mistura (motores a 2 tempos), 1.8106
2019-02-25, 2101, Gasóleo simples, 1.3857
2019-02-25, 3201, Gasolina simples 95, 1.4517
