data,codigo,designacao,preco_medio_ponderado
2018-04-11, 3210, Gasolina de mistura (motores a 2 tempos), 1.8539
2018-04-11, 2101, Gasóleo simples, 1.2895
2018-04-11, 3201, Gasolina simples 95, 1.5058
2018-04-11, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-11, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-11, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-12, 3200, Gasolina 95, 1.5520
2018-04-12, 3400, Gasolina 98, 1.5937
2018-04-12, 2100, Gasóleo, 1.3412
2018-04-12, 1120, GPL Auto, 0.6154
2018-04-12, 1450, Gasolina aditivada, 1.5824
2018-04-12, 2105, Gasóleo especial, 1.3312
2018-04-12, 2150, Gasóleo colorido, 0.8549
2018-04-12, 2155, Gasóleo de aquecimento, 1.1069
2018-04-12, 3205, Gasolina especial 95, 1.5464
2018-04-12, 3405, Gasolina especial 98, 1.6891
2018-04-12, 3210, Gasolina de mistura (motores a 2 tempos), 1.8539
2018-04-12, 2101, Gasóleo simples, 1.2896
2018-04-12, 3201, Gasolina simples 95, 1.5058
2018-04-12, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-12, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-12, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-13, 3200, Gasolina 95, 1.5519
2018-04-13, 3400, Gasolina 98, 1.5936
2018-04-13, 2100, Gasóleo, 1.3411
2018-04-13, 1120, GPL Auto, 0.6154
2018-04-13, 1450, Gasolina aditivada, 1.5824
2018-04-13, 2105, Gasóleo especial, 1.3296
2018-04-13, 2150, Gasóleo colorido, 0.8548
2018-04-13, 2155, Gasóleo de aquecimento, 1.1071
2018-04-13, 3205, Gasolina especial 95, 1.5445
2018-04-13, 3405, Gasolina especial 98, 1.6889
2018-04-13, 3210, Gasolina de mistura (motores a 2 tempos), 1.8539
2018-04-13, 2101, Gasóleo simples, 1.2868
2018-04-13, 3201, Gasolina simples 95, 1.5021
2018-04-13, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-13, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-13, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-14, 3200, Gasolina 95, 1.5491
2018-04-14, 3400, Gasolina 98, 1.5934
2018-04-14, 2100, Gasóleo, 1.3379
2018-04-14, 1120, GPL Auto, 0.6143
2018-04-14, 1450, Gasolina aditivada, 1.5824
2018-04-14, 2105, Gasóleo especial, 1.3228
2018-04-14, 2150, Gasóleo colorido, 0.8543
2018-04-14, 2155, Gasóleo de aquecimento, 1.1073
2018-04-14, 3205, Gasolina especial 95, 1.5341
2018-04-14, 3405, Gasolina especial 98, 1.6837
2018-04-14, 3210, Gasolina de mistura (motores a 2 tempos), 1.8540
2018-04-14, 2101, Gasóleo simples, 1.2828
2018-04-14, 3201, Gasolina simples 95, 1.4987
2018-04-14, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-14, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-14, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-15, 3200, Gasolina 95, 1.5493
2018-04-15, 3400, Gasolina 98, 1.5932
2018-04-15, 2100, Gasóleo, 1.3381
2018-04-15, 1120, GPL Auto, 0.6143
2018-04-15, 1450, Gasolina aditivada, 1.5824
2018-04-15, 2105, Gasóleo especial, 1.3242
2018-04-15, 2150, Gasóleo colorido, 0.8542
2018-04-15, 2155, Gasóleo de aquecimento, 1.1073
2018-04-15, 3205, Gasolina especial 95, 1.5356
2018-04-15, 3405, Gasolina especial 98, 1.6839
2018-04-15, 3210, Gasolina de mistura (motores a 2 tempos), 1.8521
2018-04-15, 2101, Gasóleo simples, 1.2830
2018-04-15, 3201, Gasolina simples 95, 1.4987
2018-04-15, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-15, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-15, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-16, 3200, Gasolina 95, 1.5576
2018-04-16, 3400, Gasolina 98, 1.5984
2018-04-16, 2100, Gasóleo, 1.3487
2018-04-16, 1120, GPL Auto, 0.6152
2018-04-16, 1450, Gasolina aditivada, 1.5824
2018-04-16, 2105, Gasóleo especial, 1.3492
2018-04-16, 2150, Gasóleo colorido, 0.8639
2018-04-16, 2155, Gasóleo de aquecimento, 1.1120
2018-04-16, 3205, Gasolina especial 95, 1.5604
2018-04-16, 3405, Gasolina especial 98, 1.6995
2018-04-16, 3210, Gasolina de mistura (motores a 2 tempos), 1.8550
2018-04-16, 2101, Gasóleo simples, 1.3021
2018-04-16, 3201, Gasolina simples 95, 1.5139
2018-04-16, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-16, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-16, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-17, 3200, Gasolina 95, 1.5597
2018-04-17, 3400, Gasolina 98, 1.6023
2018-04-17, 2100, Gasóleo, 1.3524
2018-04-17, 1120, GPL Auto, 0.6152
2018-04-17, 1450, Gasolina aditivada, 1.5877
2018-04-17, 2105, Gasóleo especial, 1.3496
2018-04-17, 2150, Gasóleo colorido, 0.8689
2018-04-17, 2155, Gasóleo de aquecimento, 1.1165
2018-04-17, 3205, Gasolina especial 95, 1.5604
2018-04-17, 3405, Gasolina especial 98, 1.6997
2018-04-17, 3210, Gasolina de mistura (motores a 2 tempos), 1.8557
2018-04-17, 2101, Gasóleo simples, 1.3043
2018-04-17, 3201, Gasolina simples 95, 1.5161
2018-04-17, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-17, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-17, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-18, 3200, Gasolina 95, 1.5595
2018-04-18, 3400, Gasolina 98, 1.6016
2018-04-18, 2100, Gasóleo, 1.3532
2018-04-18, 1120, GPL Auto, 0.6152
2018-04-18, 1450, Gasolina aditivada, 1.5877
2018-04-18, 2105, Gasóleo especial, 1.3495
2018-04-18, 2150, Gasóleo colorido, 0.8696
2018-04-18, 2155, Gasóleo de aquecimento, 1.1193
2018-04-18, 3205, Gasolina especial 95, 1.5603
2018-04-18, 3405, Gasolina especial 98, 1.6991
2018-04-18, 3210, Gasolina de mistura (motores a 2 tempos), 1.8564
2018-04-18, 2101, Gasóleo simples, 1.3038
2018-04-18, 3201, Gasolina simples 95, 1.5157
2018-04-18, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-18, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-18, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-19, 3200, Gasolina 95, 1.5601
2018-04-19, 3400, Gasolina 98, 1.6017
2018-04-19, 2100, Gasóleo, 1.3535
2018-04-19, 1120, GPL Auto, 0.6153
2018-04-19, 1450, Gasolina aditivada, 1.5877
2018-04-19, 2105, Gasóleo especial, 1.3496
2018-04-19, 2150, Gasóleo colorido, 0.8700
2018-04-19, 2155, Gasóleo de aquecimento, 1.1193
2018-04-19, 3205, Gasolina especial 95, 1.5604
2018-04-19, 3405, Gasolina especial 98, 1.6996
2018-04-19, 3210, Gasolina de mistura (motores a 2 tempos), 1.8564
2018-04-19, 2101, Gasóleo simples, 1.3041
2018-04-19, 3201, Gasolina simples 95, 1.5159
2018-04-19, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-19, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-19, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-20, 3200, Gasolina 95, 1.5603
2018-04-20, 3400, Gasolina 98, 1.6016
2018-04-20, 2100, Gasóleo, 1.3539
2018-04-20, 1120, GPL Auto, 0.6155
2018-04-20, 1450, Gasolina aditivada, 1.5877
2018-04-20, 2105, Gasóleo especial, 1.3479
2018-04-20, 2150, Gasóleo colorido, 0.8700
2018-04-20, 2155, Gasóleo de aquecimento, 1.1193
2018-04-20, 3205, Gasolina especial 95, 1.5583
2018-04-20, 3405, Gasolina especial 98, 1.6992
2018-04-20, 3210, Gasolina de mistura (motores a 2 tempos), 1.8564
2018-04-20, 2101, Gasóleo simples, 1.3027
2018-04-20, 3201, Gasolina simples 95, 1.5142
2018-04-20, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-20, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-20, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-21, 3200, Gasolina 95, 1.5588
2018-04-21, 3400, Gasolina 98, 1.6014
2018-04-21, 2100, Gasóleo, 1.3520
2018-04-21, 1120, GPL Auto, 0.6145
2018-04-21, 1450, Gasolina aditivada, 1.5877
2018-04-21, 2105, Gasóleo especial, 1.3410
2018-04-21, 2150, Gasóleo colorido, 0.8693
2018-04-21, 2155, Gasóleo de aquecimento, 1.1193
2018-04-21, 3205, Gasolina especial 95, 1.5479
2018-04-21, 3405, Gasolina especial 98, 1.6939
2018-04-21, 3210, Gasolina de mistura (motores a 2 tempos), 1.8564
2018-04-21, 2101, Gasóleo simples, 1.2987
2018-04-21, 3201, Gasolina simples 95, 1.5108
2018-04-21, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-21, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-21, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-22, 3200, Gasolina 95, 1.5590
2018-04-22, 3400, Gasolina 98, 1.6015
2018-04-22, 2100, Gasóleo, 1.3522
2018-04-22, 1120, GPL Auto, 0.6145
2018-04-22, 1450, Gasolina aditivada, 1.5877
2018-04-22, 2105, Gasóleo especial, 1.3426
2018-04-22, 2150, Gasóleo colorido, 0.8694
2018-04-22, 2155, Gasóleo de aquecimento, 1.1193
2018-04-22, 3205, Gasolina especial 95, 1.5495
2018-04-22, 3405, Gasolina especial 98, 1.6946
2018-04-22, 3210, Gasolina de mistura (motores a 2 tempos), 1.8564
2018-04-22, 2101, Gasóleo simples, 1.2992
2018-04-22, 3201, Gasolina simples 95, 1.5112
2018-04-22, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-22, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-22, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-23, 3200, Gasolina 95, 1.5649
2018-04-23, 3400, Gasolina 98, 1.6043
2018-04-23, 2100, Gasóleo, 1.3589
2018-04-23, 1120, GPL Auto, 0.6156
2018-04-23, 1450, Gasolina aditivada, 1.5898
2018-04-23, 2105, Gasóleo especial, 1.3534
2018-04-23, 2150, Gasóleo colorido, 0.8721
2018-04-23, 2155, Gasóleo de aquecimento, 1.1221
2018-04-23, 3205, Gasolina especial 95, 1.5665
2018-04-23, 3405, Gasolina especial 98, 1.7064
2018-04-23, 3210, Gasolina de mistura (motores a 2 tempos), 1.8596
2018-04-23, 2101, Gasóleo simples, 1.3080
2018-04-23, 3201, Gasolina simples 95, 1.5210
2018-04-23, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-23, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-23, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-24, 3200, Gasolina 95, 1.5674
2018-04-24, 3400, Gasolina 98, 1.6074
2018-04-24, 2100, Gasóleo, 1.3606
2018-04-24, 1120, GPL Auto, 0.6167
2018-04-24, 1450, Gasolina aditivada, 1.5947
2018-04-24, 2105, Gasóleo especial, 1.3551
2018-04-24, 2150, Gasóleo colorido, 0.8735
2018-04-24, 2155, Gasóleo de aquecimento, 1.1226
2018-04-24, 3205, Gasolina especial 95, 1.5685
2018-04-24, 3405, Gasolina especial 98, 1.7098
2018-04-24, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-24, 2101, Gasóleo simples, 1.3098
2018-04-24, 3201, Gasolina simples 95, 1.5236
2018-04-24, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-24, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-24, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-25, 3200, Gasolina 95, 1.5675
2018-04-25, 3400, Gasolina 98, 1.6074
2018-04-25, 2100, Gasóleo, 1.3607
2018-04-25, 1120, GPL Auto, 0.6167
2018-04-25, 1450, Gasolina aditivada, 1.6008
2018-04-25, 2105, Gasóleo especial, 1.3550
2018-04-25, 2150, Gasóleo colorido, 0.8737
2018-04-25, 2155, Gasóleo de aquecimento, 1.1232
2018-04-25, 3205, Gasolina especial 95, 1.5682
2018-04-25, 3405, Gasolina especial 98, 1.7098
2018-04-25, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-25, 2101, Gasóleo simples, 1.3097
2018-04-25, 3201, Gasolina simples 95, 1.5238
2018-04-25, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-25, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-25, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-26, 3200, Gasolina 95, 1.5693
2018-04-26, 3400, Gasolina 98, 1.6086
2018-04-26, 2100, Gasóleo, 1.3613
2018-04-26, 1120, GPL Auto, 0.6166
2018-04-26, 1450, Gasolina aditivada, 1.6008
2018-04-26, 2105, Gasóleo especial, 1.3548
2018-04-26, 2150, Gasóleo colorido, 0.8740
2018-04-26, 2155, Gasóleo de aquecimento, 1.1239
2018-04-26, 3205, Gasolina especial 95, 1.5678
2018-04-26, 3405, Gasolina especial 98, 1.7100
2018-04-26, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-26, 2101, Gasóleo simples, 1.3098
2018-04-26, 3201, Gasolina simples 95, 1.5241
2018-04-26, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-26, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-26, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-27, 3200, Gasolina 95, 1.5692
2018-04-27, 3400, Gasolina 98, 1.6085
2018-04-27, 2100, Gasóleo, 1.3611
2018-04-27, 1120, GPL Auto, 0.6166
2018-04-27, 1450, Gasolina aditivada, 1.6008
2018-04-27, 2105, Gasóleo especial, 1.3533
2018-04-27, 2150, Gasóleo colorido, 0.8740
2018-04-27, 2155, Gasóleo de aquecimento, 1.1242
2018-04-27, 3205, Gasolina especial 95, 1.5660
2018-04-27, 3405, Gasolina especial 98, 1.7097
2018-04-27, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-27, 2101, Gasóleo simples, 1.3092
2018-04-27, 3201, Gasolina simples 95, 1.5239
2018-04-27, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-27, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-27, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-28, 3200, Gasolina 95, 1.5681
2018-04-28, 3400, Gasolina 98, 1.6098
2018-04-28, 2100, Gasóleo, 1.3595
2018-04-28, 1120, GPL Auto, 0.6156
2018-04-28, 1450, Gasolina aditivada, 1.6008
2018-04-28, 2105, Gasóleo especial, 1.3465
2018-04-28, 2150, Gasóleo colorido, 0.8734
2018-04-28, 2155, Gasóleo de aquecimento, 1.1242
2018-04-28, 3205, Gasolina especial 95, 1.5556
2018-04-28, 3405, Gasolina especial 98, 1.7044
2018-04-28, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-28, 2101, Gasóleo simples, 1.3057
2018-04-28, 3201, Gasolina simples 95, 1.5207
2018-04-28, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-28, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-28, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-29, 3200, Gasolina 95, 1.5678
2018-04-29, 3400, Gasolina 98, 1.6099
2018-04-29, 2100, Gasóleo, 1.3592
2018-04-29, 1120, GPL Auto, 0.6156
2018-04-29, 1450, Gasolina aditivada, 1.6008
2018-04-29, 2105, Gasóleo especial, 1.3480
2018-04-29, 2150, Gasóleo colorido, 0.8734
2018-04-29, 2155, Gasóleo de aquecimento, 1.1242
2018-04-29, 3205, Gasolina especial 95, 1.5570
2018-04-29, 3405, Gasolina especial 98, 1.7050
2018-04-29, 3210, Gasolina de mistura (motores a 2 tempos), 1.8602
2018-04-29, 2101, Gasóleo simples, 1.3061
2018-04-29, 3201, Gasolina simples 95, 1.5211
2018-04-29, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-29, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-29, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-04-30, 3200, Gasolina 95, 1.5807
2018-04-30, 3400, Gasolina 98, 1.6165
2018-04-30, 2100, Gasóleo, 1.3742
2018-04-30, 1120, GPL Auto, 0.6178
2018-04-30, 1450, Gasolina aditivada, 1.6008
2018-04-30, 2105, Gasóleo especial, 1.3738
2018-04-30, 2150, Gasóleo colorido, 0.8821
2018-04-30, 2155, Gasóleo de aquecimento, 1.1326
2018-04-30, 3205, Gasolina especial 95, 1.5877
2018-04-30, 3405, Gasolina especial 98, 1.7315
2018-04-30, 3210, Gasolina de mistura (motores a 2 tempos), 1.8591
2018-04-30, 2101, Gasóleo simples, 1.3245
2018-04-30, 3201, Gasolina simples 95, 1.5403
2018-04-30, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-04-30, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-04-30, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-01, 3200, Gasolina 95, 1.5832
2018-05-01, 3400, Gasolina 98, 1.6216
2018-05-01, 2100, Gasóleo, 1.3767
2018-05-01, 1120, GPL Auto, 0.6182
2018-05-01, 1450, Gasolina aditivada, 1.6054
2018-05-01, 2105, Gasóleo especial, 1.3741
2018-05-01, 2150, Gasóleo colorido, 0.8872
2018-05-01, 2155, Gasóleo de aquecimento, 1.1384
2018-05-01, 3205, Gasolina especial 95, 1.5878
2018-05-01, 3405, Gasolina especial 98, 1.7317
2018-05-01, 3210, Gasolina de mistura (motores a 2 tempos), 1.8608
2018-05-01, 2101, Gasóleo simples, 1.3266
2018-05-01, 3201, Gasolina simples 95, 1.5429
2018-05-01, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-01, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-01, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-02, 3200, Gasolina 95, 1.5845
2018-05-02, 3400, Gasolina 98, 1.6253
2018-05-02, 2100, Gasóleo, 1.3780
2018-05-02, 1120, GPL Auto, 0.6180
2018-05-02, 1450, Gasolina aditivada, 1.6054
2018-05-02, 2105, Gasóleo especial, 1.3744
2018-05-02, 2150, Gasóleo colorido, 0.8885
2018-05-02, 2155, Gasóleo de aquecimento, 1.1397
2018-05-02, 3205, Gasolina especial 95, 1.5877
2018-05-02, 3405, Gasolina especial 98, 1.7316
2018-05-02, 3210, Gasolina de mistura (motores a 2 tempos), 1.8615
2018-05-02, 2101, Gasóleo simples, 1.3288
2018-05-02, 3201, Gasolina simples 95, 1.5445
2018-05-02, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-02, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-02, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-03, 3200, Gasolina 95, 1.5849
2018-05-03, 3400, Gasolina 98, 1.6259
2018-05-03, 2100, Gasóleo, 1.3791
2018-05-03, 1120, GPL Auto, 0.6246
2018-05-03, 1450, Gasolina aditivada, 1.6054
2018-05-03, 2105, Gasóleo especial, 1.3742
2018-05-03, 2150, Gasóleo colorido, 0.8892
2018-05-03, 2155, Gasóleo de aquecimento, 1.1398
2018-05-03, 3205, Gasolina especial 95, 1.5873
2018-05-03, 3405, Gasolina especial 98, 1.7317
2018-05-03, 3210, Gasolina de mistura (motores a 2 tempos), 1.8619
2018-05-03, 2101, Gasóleo simples, 1.3291
2018-05-03, 3201, Gasolina simples 95, 1.5448
2018-05-03, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-03, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-03, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-04, 3200, Gasolina 95, 1.5857
2018-05-04, 3400, Gasolina 98, 1.6270
2018-05-04, 2100, Gasóleo, 1.3799
2018-05-04, 1120, GPL Auto, 0.6255
2018-05-04, 1450, Gasolina aditivada, 1.6129
2018-05-04, 2105, Gasóleo especial, 1.3727
2018-05-04, 2150, Gasóleo colorido, 0.8896
2018-05-04, 2155, Gasóleo de aquecimento, 1.1408
2018-05-04, 3205, Gasolina especial 95, 1.5854
2018-05-04, 3405, Gasolina especial 98, 1.7316
2018-05-04, 3210, Gasolina de mistura (motores a 2 tempos), 1.8619
2018-05-04, 2101, Gasóleo simples, 1.3287
2018-05-04, 3201, Gasolina simples 95, 1.5449
2018-05-04, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-04, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-04, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-05, 3200, Gasolina 95, 1.5843
2018-05-05, 3400, Gasolina 98, 1.6269
2018-05-05, 2100, Gasóleo, 1.3780
2018-05-05, 1120, GPL Auto, 0.6245
2018-05-05, 1450, Gasolina aditivada, 1.6129
2018-05-05, 2105, Gasóleo especial, 1.3660
2018-05-05, 2150, Gasóleo colorido, 0.8890
2018-05-05, 2155, Gasóleo de aquecimento, 1.1408
2018-05-05, 3205, Gasolina especial 95, 1.5751
2018-05-05, 3405, Gasolina especial 98, 1.7263
2018-05-05, 3210, Gasolina de mistura (motores a 2 tempos), 1.8619
2018-05-05, 2101, Gasóleo simples, 1.3244
2018-05-05, 3201, Gasolina simples 95, 1.5414
2018-05-05, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-05, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-05, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-06, 3200, Gasolina 95, 1.5844
2018-05-06, 3400, Gasolina 98, 1.6270
2018-05-06, 2100, Gasóleo, 1.3780
2018-05-06, 1120, GPL Auto, 0.6245
2018-05-06, 1450, Gasolina aditivada, 1.6129
2018-05-06, 2105, Gasóleo especial, 1.3675
2018-05-06, 2150, Gasóleo colorido, 0.8890
2018-05-06, 2155, Gasóleo de aquecimento, 1.1408
2018-05-06, 3205, Gasolina especial 95, 1.5767
2018-05-06, 3405, Gasolina especial 98, 1.7267
2018-05-06, 3210, Gasolina de mistura (motores a 2 tempos), 1.8619
2018-05-06, 2101, Gasóleo simples, 1.3247
2018-05-06, 3201, Gasolina simples 95, 1.5416
2018-05-06, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-06, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-06, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-07, 3200, Gasolina 95, 1.5889
2018-05-07, 3400, Gasolina 98, 1.6301
2018-05-07, 2100, Gasóleo, 1.3813
2018-05-07, 1120, GPL Auto, 0.6264
2018-05-07, 1450, Gasolina aditivada, 1.6129
2018-05-07, 2105, Gasóleo especial, 1.3752
2018-05-07, 2150, Gasóleo colorido, 0.8916
2018-05-07, 2155, Gasóleo de aquecimento, 1.1416
2018-05-07, 3205, Gasolina especial 95, 1.5908
2018-05-07, 3405, Gasolina especial 98, 1.7339
2018-05-07, 3210, Gasolina de mistura (motores a 2 tempos), 1.8686
2018-05-07, 2101, Gasóleo simples, 1.3300
2018-05-07, 3201, Gasolina simples 95, 1.5470
2018-05-07, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-07, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-07, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-08, 3200, Gasolina 95, 1.5897
2018-05-08, 3400, Gasolina 98, 1.6317
2018-05-08, 2100, Gasóleo, 1.3818
2018-05-08, 1120, GPL Auto, 0.6324
2018-05-08, 1450, Gasolina aditivada, 1.6210
2018-05-08, 2105, Gasóleo especial, 1.3753
2018-05-08, 2150, Gasóleo colorido, 0.8918
2018-05-08, 2155, Gasóleo de aquecimento, 1.1447
2018-05-08, 3205, Gasolina especial 95, 1.5910
2018-05-08, 3405, Gasolina especial 98, 1.7341
2018-05-08, 3210, Gasolina de mistura (motores a 2 tempos), 1.8697
2018-05-08, 2101, Gasóleo simples, 1.3308
2018-05-08, 3201, Gasolina simples 95, 1.5482
2018-05-08, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-08, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-08, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-09, 3200, Gasolina 95, 1.5933
2018-05-09, 3400, Gasolina 98, 1.6320
2018-05-09, 2100, Gasóleo, 1.3847
2018-05-09, 1120, GPL Auto, 0.6327
2018-05-09, 1450, Gasolina aditivada, 1.6210
2018-05-09, 2105, Gasóleo especial, 1.3751
2018-05-09, 2150, Gasóleo colorido, 0.8932
2018-05-09, 2155, Gasóleo de aquecimento, 1.1489
2018-05-09, 3205, Gasolina especial 95, 1.5907
2018-05-09, 3405, Gasolina especial 98, 1.7339
2018-05-09, 3210, Gasolina de mistura (motores a 2 tempos), 1.8697
2018-05-09, 2101, Gasóleo simples, 1.3305
2018-05-09, 3201, Gasolina simples 95, 1.5480
2018-05-09, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-09, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-09, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-10, 3200, Gasolina 95, 1.5931
2018-05-10, 3400, Gasolina 98, 1.6322
2018-05-10, 2100, Gasóleo, 1.3844
2018-05-10, 1120, GPL Auto, 0.6331
2018-05-10, 1450, Gasolina aditivada, 1.6210
2018-05-10, 2105, Gasóleo especial, 1.3750
2018-05-10, 2150, Gasóleo colorido, 0.8935
2018-05-10, 2155, Gasóleo de aquecimento, 1.1477
2018-05-10, 3205, Gasolina especial 95, 1.5905
2018-05-10, 3405, Gasolina especial 98, 1.7342
2018-05-10, 3210, Gasolina de mistura (motores a 2 tempos), 1.8694
2018-05-10, 2101, Gasóleo simples, 1.3306
2018-05-10, 3201, Gasolina simples 95, 1.5481
2018-05-10, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
2018-05-10, 1142, GNL (gás natural liquefeito) - €/kg, 1.0188
2018-05-10, 1143, GNC (gás natural comprimido) - €/kg, 0.9990
2018-05-11, 3200, Gasolina 95, 1.5935
2018-05-11, 3400, Gasolina 98, 1.6311
2018-05-11, 2100, Gasóleo, 1.3847
2018-05-11, 1120, GPL Auto, 0.6331
2018-05-11, 1450, Gasolina aditivada, 1.6210
2018-05-11, 2105, Gasóleo especial, 1.3738
2018-05-11, 2150, Gasóleo colorido, 0.8936
2018-05-11, 2155, Gasóleo de aquecimento, 1.1478
2018-05-11, 3205, Gasolina especial 95, 1.5895
2018-05-11, 3405, Gasolina especial 98, 1.7339
2018-05-11, 3210, Gasolina de mistura (motores a 2 tempos), 1.8694
2018-05-11, 2101, Gasóleo simples, 1.3301
2018-05-11, 3201, Gasolina simples 95, 1.5479
2018-05-11, 1141, GNC (gás natural comprimido) - €/m3, 0.9150
